epoch,lr,train_dice_mean,train_iou_mean,train_dice_Fish,train_iou_Fish,train_dice_Flower,train_iou_Flower,train_dice_Gravel,train_iou_Gravel,train_dice_Sugar,train_iou_Sugar,train_loss,val_dice_mean,val_iou_mean,val_dice_Fish,val_iou_Fish,val_dice_Flower,val_iou_Flower,val_dice_Gravel,val_iou_Gravel,val_dice_Sugar,val_iou_Sugar,val_loss
11,0.0008480632891956101,0.49163049182913326,0.3398167321273872,0.38759269414653164,0.24847053582647285,0.549555057189056,0.395292542095361,0.46876077021698787,0.3171914873997111,0.5606134483003401,0.39831236278688587,0.6107826514824016,0.5123425449827592,0.3602793463271299,0.38909043189433845,0.25073037443938023,0.6106105076966791,0.45605828797969983,0.49409935947695227,0.34164563595927017,0.5555698667927612,0.392683090494691,0.583106464404854
12,0.0008013281238816462,0.49307138812434564,0.34132604612423495,0.39722604695875463,0.2558236266830358,0.5441781102805626,0.391784617157143,0.4634157741761163,0.3134706508150115,0.567465613956924,0.4042252891235523,0.6089658614214476,0.5264139171126935,0.3732464515047965,0.41737214148902924,0.2739320633892819,0.6101836060984775,0.45515049007730407,0.48675911023998863,0.3362854096046926,0.5913408137053895,0.42761783569836787,0.5715780470439856
13,0.0007500289211117768,0.5020312853761622,0.34875122195965536,0.4058331931890928,0.26270433105193325,0.5699963809651704,0.4132856947000367,0.46845968373388425,0.3175506584346305,0.5638358832882331,0.4014642072556255,0.6000899093108134,0.5114357136993957,0.35908460145373994,0.4169978824772499,0.27414981023871543,0.5368373432487621,0.3876196519953184,0.5064113769921468,0.35165662540913484,0.5854962576421903,0.42291232187756533,0.5863306807528297
14,0.0006949433245084654,0.4995415296103503,0.3471010800417479,0.402825548418936,0.2602177256657065,0.5558015917327273,0.4034022516984325,0.47249572647584653,0.32002372259425355,0.5670432536854401,0.4047606192864813,0.6020343852472735,0.5314864792840944,0.37870020145992583,0.4068469367653443,0.26695574428753144,0.6260475773605827,0.47150832253826336,0.5020269227060054,0.34825491694827304,0.59102449035473,0.42808182006902834,0.5633532462789
15,0.0006369063755650528,0.5064783388429934,0.3534964816795813,0.4083146204412667,0.26477521453687736,0.5739643056113464,0.41854984267606615,0.47690239643326177,0.32579942142574597,0.5667320338992385,0.4048614512994751,0.5966164035303099,0.5163052986851699,0.3652206411679014,0.38400582650933407,0.2495967688963811,0.6123698426665415,0.45708604183774154,0.4970354350993959,0.34438721725730587,0.5718100774202416,0.4098125403519157,0.5733957541503495
16,0.000576797855267913,0.5096878936698844,0.356313913469916,0.42364157825238996,0.2777210679693982,0.5639658740027461,0.4121702234754831,0.47792408534133135,0.32499705493651987,0.5732200370413495,0.41036730634367413,0.5935465792277912,0.5357073511151101,0.38182981280114153,0.43846895711885686,0.2932563416070278,0.6162542974310429,0.4632152460261299,0.50422772451592,0.3496036158754028,0.5838784148795999,0.421244047314143,0.5682019402654909
17,0.0005155289475134988,0.5088808646610191,0.3562969306836257,0.4198457170382769,0.2749659968020455,0.5654635759606523,0.4129850018661031,0.47359460063744646,0.32264921620676207,0.5766195702391702,0.4145875092293765,0.5926947666718079,0.5404918275291114,0.38652305841017115,0.4408387178354172,0.29452355334656305,0.6253790154303324,0.4724730814425811,0.5096256417899038,0.35555409146271805,0.586123931429369,0.42354151167029097,0.5597200702420242
18,0.0004540284264892813,0.5132393831068331,0.3601120065461408,0.41837834392985224,0.27349407191111946,0.5741607563201068,0.4206842202823372,0.48434367485208574,0.3333559250118001,0.5760747553797455,0.4129138084011035,0.5887072950870067,0.5295748627014297,0.3771581096614865,0.4207743373331054,0.2777104366758392,0.6275929469856791,0.4741717822474905,0.4980090929851901,0.34609119628937984,0.5719230742120057,0.4106590280161916,0.5590763387920188
19,0.0003932285774038088,0.5171574144213049,0.36291703396552316,0.4279896750526034,0.2807593448301577,0.5772008848217248,0.42247556264068464,0.48256893619761165,0.3299917149785445,0.5808701564868292,0.4184415169261597,0.5851904855118142,0.5390602152982205,0.3849025923999951,0.4389823299410613,0.2923344288745025,0.6275319078629432,0.47390023399175873,0.49887764563770604,0.34562508299571576,0.5908489824413395,0.42775062176821044,0.5581831837729584
20,0.0003340510639932633,0.5177752153830485,0.36368792516154214,0.4276344922442538,0.28027458869273314,0.5761962912479675,0.42281286705942417,0.4873164084498547,0.33418013238285477,0.5799536679242109,0.41748411364115035,0.5843497529760138,0.5433094838111521,0.3895704143767734,0.4323075208947063,0.28752990589618904,0.6341327642687359,0.4806483743324122,0.5128038483236368,0.3590725423138383,0.5939938014359782,0.4310308351791162,0.550681863542941
21,0.0002773929570387131,0.5176745773435713,0.3639348238975078,0.4324019605067345,0.2845669599581389,0.5739024121045897,0.42149133689635426,0.48246388508527394,0.3306268857557119,0.58193004773678,0.41905411431851153,0.5835425759757962,0.5457353675536972,0.392146671525866,0.43393431306422403,0.2901089890598822,0.6334623803767069,0.48063224387903436,0.5187980199815612,0.36405664271333343,0.5967467536600374,0.43378881531224833,0.5507894087609627
22,0.00022411313568749492,0.5214524670227154,0.36713391367916587,0.43320745332082966,0.2850624289330093,0.5776157105427224,0.4249424110541078,0.4944417676779347,0.33991841438251713,0.5805449353547784,0.41861240108673636,0.5800234115338541,0.5468308644757854,0.39312287864925194,0.4356889221147346,0.2908798790530228,0.6370287872047325,0.48440551913260765,0.5186608963974303,0.364181241710677,0.595944863536375,0.4330248742116441,0.547540238649725
23,0.00017501926772083392,0.5226419642970369,0.3678948562424462,0.43752073769264876,0.28837270855836716,0.5819866456225722,0.42745863203094286,0.4896068044518655,0.336666073635441,0.5814536761056196,0.41908201106765247,0.5790553342114698,0.5482445279900119,0.3945424624269815,0.45335831911230096,0.30588382160921584,0.6368825868737433,0.4850594520086943,0.508636875738048,0.3558215045373512,0.5941003146145841,0.43140507269677497,0.5467365146112099
24,0.00013085556613357134,0.5262872346349665,0.37184891233573086,0.44136972059202545,0.2923410254773973,0.5842437384943674,0.43179394240940583,0.4927260208975653,0.3393131784524227,0.5868094616913581,0.42394750576030027,0.5755751411657075,0.551246231408428,0.39698487391574777,0.45230565472044404,0.30502306380504196,0.633671703098555,0.481488772862315,0.5219279246056359,0.3669714401643589,0.5970796304855416,0.4344562230457505,0.5474767048153089
25,9.22915076237716e-05,0.5263614437601588,0.3723905810633221,0.43828431055491857,0.289536455722294,0.5935279406506592,0.44045635807488576,0.4910869934341803,0.3386747591506895,0.5825465294154938,0.42089475065067244,0.5732799278723227,0.5520606658441557,0.39805655588777805,0.44989408759012384,0.3030199083171377,0.6408159995465474,0.4885450155615454,0.5190345016643136,0.3648734607234624,0.5984980686963033,0.43578784124885533,0.5432920753955841
26,5.991168400840626e-05,0.5314688791562845,0.3763619153349249,0.4498480013898942,0.3004919255437656,0.592673022091936,0.43895584040129465,0.4970015279646679,0.34294799444442037,0.5863529652894081,0.42305190279274374,0.5711723683116672,0.552040808278022,0.39799681359486616,0.45209709099300366,0.3047691662695414,0.6400350414806706,0.48821638642460913,0.5200570108596798,0.36582729004980097,0.5959740831054372,0.43317440768583215,0.5421047114211021
27,3.4206940407309876e-05,0.5297287565093857,0.37473124464352925,0.4441262116952553,0.29526061311092927,0.5952752794231488,0.44051357867146934,0.49149577513144477,0.33820326608975165,0.588017762996055,0.4249475212381767,0.5715356131394704,0.552661517969996,0.39857021295767037,0.45349262199171103,0.30615187192457133,0.6422010208848967,0.48984448879746784,0.5176190828850908,0.3635589757853811,0.5973333357263813,0.4347255199397211,0.5426375698700225
28,1.5566934531501883e-05,0.5304248409765261,0.37588632208806977,0.4519293765529066,0.3000309958336638,0.5903342530081102,0.43783721989944674,0.48730554181981933,0.3358585810792225,0.5921301875028524,0.4298184944836943,0.5709064521231093,0.5531792312646083,0.39913692244951676,0.4553024694859628,0.30780351298640857,0.6434514661916257,0.4911333670397846,0.5184054937642469,0.36452921725836374,0.5955574925211694,0.4330815937128856,0.5413526032897208
29,4.274229869484006e-06,0.53281297957575,0.37828168807265994,0.44570058580689864,0.2956190106358332,0.603077118675997,0.4495988918317421,0.4982158912958281,0.34472042277229015,0.5842583119802109,0.4231884275470768,0.5681363114365586,0.5514573317637547,0.39759811019297125,0.4553382379545657,0.3077698374877377,0.6432998203974339,0.4910335369247691,0.5141516956266203,0.36080169573379345,0.5930395799575092,0.43078737271775447,0.5421089276993017
30,5.000123127829505e-07,0.5296700443233455,0.3751440685343098,0.4427120484915157,0.2934600437697683,0.588619954248921,0.4359106459868959,0.49117965808658565,0.33792101646110795,0.5961685130993525,0.433284569269902,0.5707657154615935,0.5548892104797226,0.4005216643107023,0.4621422690667756,0.31337281777490567,0.6435769494060569,0.4915454567229585,0.5203317980275308,0.366030447741153,0.5935058262493971,0.4311379461730127,0.5429369114714561
